"ID","IDDIST","NOMBDEP","NOMBPROV","NOMBDIST","NOM_CAPITAL_LEGAL","COD_REG_NAT","REGION_NATURAL"
"2733","130105","LA LIBERTAD","TRUJILLO","LA ESPERANZA",NULL,NULL,NULL
"2734","130106","LA LIBERTAD","TRUJILLO","LAREDO",NULL,NULL,NULL
"2735","130107","LA LIBERTAD","TRUJILLO","MOCHE",NULL,NULL,NULL
"2736","130108","LA LIBERTAD","TRUJILLO","POROTO",NULL,NULL,NULL
"2737","130109","LA LIBERTAD","TRUJILLO","SALAVERRY",NULL,NULL,NULL
"2738","130110","LA LIBERTAD","TRUJILLO","SIMBAL",NULL,NULL,NULL
"2739","130111","LA LIBERTAD","TRUJILLO","VICTOR LARCO HERRERA",NULL,NULL,NULL
"2740","130112","LA LIBERTAD","TRUJILLO","ALTO TRUJILLO",NULL,NULL,NULL
"2741","130201","LA LIBERTAD","ASCOPE","ASCOPE",NULL,NULL,NULL
"2742","130202","LA LIBERTAD","ASCOPE","CHICAMA",NULL,NULL,NULL
"2743","130203","LA LIBERTAD","ASCOPE","CHOCOPE",NULL,NULL,NULL
"2744","130204","LA LIBERTAD","ASCOPE","MAGDALENA DE CAO",NULL,NULL,NULL
"2745","130205","LA LIBERTAD","ASCOPE","PAIJAN",NULL,NULL,NULL
"2746","130206","LA LIBERTAD","ASCOPE","RAZURI",NULL,NULL,NULL
"2747","130207","LA LIBERTAD","ASCOPE","SANTIAGO DE CAO",NULL,NULL,NULL
"2748","130208","LA LIBERTAD","ASCOPE","CASA GRANDE",NULL,NULL,NULL
"2749","130301","LA LIBERTAD","BOLIVAR","BOLIVAR",NULL,NULL,NULL
"2750","130302","LA LIBERTAD","BOLIVAR","BAMBAMARCA",NULL,NULL,NULL
"2751","130303","LA LIBERTAD","BOLIVAR","CONDORMARCA",NULL,NULL,NULL
"2752","130304","LA LIBERTAD","BOLIVAR","LONGOTEA",NULL,NULL,NULL
"2753","130305","LA LIBERTAD","BOLIVAR","UCHUMARCA",NULL,NULL,NULL
"2754","130306","LA LIBERTAD","BOLIVAR","UCUNCHA",NULL,NULL,NULL
"2755","130401","LA LIBERTAD","CHEPEN","CHEPEN",NULL,NULL,NULL
"2756","130402","LA LIBERTAD","CHEPEN","PACANGA",NULL,NULL,NULL
"2757","130403","LA LIBERTAD","CHEPEN","PUEBLO NUEVO",NULL,NULL,NULL
"2758","130501","LA LIBERTAD","JULCAN","JULCAN",NULL,NULL,NULL
"2759","130502","LA LIBERTAD","JULCAN","CALAMARCA",NULL,NULL,NULL
"2760","130503","LA LIBERTAD","JULCAN","CARABAMBA",NULL,NULL,NULL
"2761","130504","LA LIBERTAD","JULCAN","HUASO",NULL,NULL,NULL
"2762","130601","LA LIBERTAD","OTUZCO","OTUZCO",NULL,NULL,NULL
"2763","130602","LA LIBERTAD","OTUZCO","AGALLPAMPA",NULL,NULL,NULL
"2764","130604","LA LIBERTAD","OTUZCO","CHARAT",NULL,NULL,NULL
"2765","130605","LA LIBERTAD","OTUZCO","HUARANCHAL",NULL,NULL,NULL
"2766","130606","LA LIBERTAD","OTUZCO","LA CUESTA",NULL,NULL,NULL
"2767","130608","LA LIBERTAD","OTUZCO","MACHE",NULL,NULL,NULL
"2768","130610","LA LIBERTAD","OTUZCO","PARANDAY",NULL,NULL,NULL
"2769","130611","LA LIBERTAD","OTUZCO","SALPO",NULL,NULL,NULL
"2770","130613","LA LIBERTAD","OTUZCO","SINSICAP",NULL,NULL,NULL
"2771","130614","LA LIBERTAD","OTUZCO","USQUIL",NULL,NULL,NULL
"2772","130701","LA LIBERTAD","PACASMAYO","SAN PEDRO DE LLOC",NULL,NULL,NULL
"2773","130702","LA LIBERTAD","PACASMAYO","GUADALUPE",NULL,NULL,NULL
"2774","130703","LA LIBERTAD","PACASMAYO","JEQUETEPEQUE",NULL,NULL,NULL
"2775","130704","LA LIBERTAD","PACASMAYO","PACASMAYO",NULL,NULL,NULL
"2776","130705","LA LIBERTAD","PACASMAYO","SAN JOSE",NULL,NULL,NULL
"2777","130801","LA LIBERTAD","PATAZ","TAYABAMBA",NULL,NULL,NULL
"2778","130802","LA LIBERTAD","PATAZ","BULDIBUYO",NULL,NULL,NULL
"2779","130803","LA LIBERTAD","PATAZ","CHILLIA",NULL,NULL,NULL
"2780","130804","LA LIBERTAD","PATAZ","HUANCASPATA",NULL,NULL,NULL
"2781","130805","LA LIBERTAD","PATAZ","HUAYLILLAS",NULL,NULL,NULL
"2782","130806","LA LIBERTAD","PATAZ","HUAYO",NULL,NULL,NULL
"2783","130807","LA LIBERTAD","PATAZ","ONGON",NULL,NULL,NULL
"2784","130808","LA LIBERTAD","PATAZ","PARCOY",NULL,NULL,NULL
"2785","130809","LA LIBERTAD","PATAZ","PATAZ",NULL,NULL,NULL
"2786","130810","LA LIBERTAD","PATAZ","PIAS",NULL,NULL,NULL
"2787","130811","LA LIBERTAD","PATAZ","SANTIAGO DE CHALLAS",NULL,NULL,NULL
"2788","130812","LA LIBERTAD","PATAZ","TAURIJA",NULL,NULL,NULL
"2789","130813","LA LIBERTAD","PATAZ","URPAY",NULL,NULL,NULL
"2790","130901","LA LIBERTAD","SANCHEZ CARRION","HUAMACHUCO",NULL,NULL,NULL
"2791","130902","LA LIBERTAD","SANCHEZ CARRION","CHUGAY",NULL,NULL,NULL
"2792","130903","LA LIBERTAD","SANCHEZ CARRION","COCHORCO",NULL,NULL,NULL
"2793","130904","LA LIBERTAD","SANCHEZ CARRION","CURGOS",NULL,NULL,NULL
"2794","130905","LA LIBERTAD","SANCHEZ CARRION","MARCABAL",NULL,NULL,NULL
"2795","130906","LA LIBERTAD","SANCHEZ CARRION","SANAGORAN",NULL,NULL,NULL
"2796","130907","LA LIBERTAD","SANCHEZ CARRION","SARIN",NULL,NULL,NULL
"2797","130908","LA LIBERTAD","SANCHEZ CARRION","SARTIMBAMBA",NULL,NULL,NULL
"2798","131001","LA LIBERTAD","SANTIAGO DE CHUCO","SANTIAGO DE CHUCO",NULL,NULL,NULL
"2799","131002","LA LIBERTAD","SANTIAGO DE CHUCO","ANGASMARCA",NULL,NULL,NULL
"2800","131003","LA LIBERTAD","SANTIAGO DE CHUCO","CACHICADAN",NULL,NULL,NULL
"2801","131004","LA LIBERTAD","SANTIAGO DE CHUCO","MOLLEBAMBA",NULL,NULL,NULL
"2802","131005","LA LIBERTAD","SANTIAGO DE CHUCO","MOLLEPATA",NULL,NULL,NULL
"2803","131006","LA LIBERTAD","SANTIAGO DE CHUCO","QUIRUVILCA",NULL,NULL,NULL
"2804","131007","LA LIBERTAD","SANTIAGO DE CHUCO","SANTA CRUZ DE CHUCA",NULL,NULL,NULL
"2805","131008","LA LIBERTAD","SANTIAGO DE CHUCO","SITABAMBA",NULL,NULL,NULL
"2806","131101","LA LIBERTAD","GRAN CHIMU","CASCAS",NULL,NULL,NULL
"2807","131102","LA LIBERTAD","GRAN CHIMU","LUCMA",NULL,NULL,NULL
"2808","131103","LA LIBERTAD","GRAN CHIMU","MARMOT",NULL,NULL,NULL
"2809","131104","LA LIBERTAD","GRAN CHIMU","SAYAPULLO",NULL,NULL,NULL
"2810","131201","LA LIBERTAD","VIRU","VIRU",NULL,NULL,NULL
"2811","131202","LA LIBERTAD","VIRU","CHAO",NULL,NULL,NULL
"2812","131203","LA LIBERTAD","VIRU","GUADALUPITO",NULL,NULL,NULL
"2813","140101","LAMBAYEQUE","CHICLAYO","CHICLAYO",NULL,NULL,NULL
"2814","140102","LAMBAYEQUE","CHICLAYO","CHONGOYAPE",NULL,NULL,NULL
"2815","140103","LAMBAYEQUE","CHICLAYO","ETEN",NULL,NULL,NULL
"2816","140104","LAMBAYEQUE","CHICLAYO","ETEN PUERTO",NULL,NULL,NULL
"2817","140105","LAMBAYEQUE","CHICLAYO","JOSE LEONARDO ORTIZ",NULL,NULL,NULL
"2818","140106","LAMBAYEQUE","CHICLAYO","LA VICTORIA",NULL,NULL,NULL
"2819","140107","LAMBAYEQUE","CHICLAYO","LAGUNAS",NULL,NULL,NULL
"2820","140108","LAMBAYEQUE","CHICLAYO","MONSEFU",NULL,NULL,NULL
"2821","140109","LAMBAYEQUE","CHICLAYO","NUEVA ARICA",NULL,NULL,NULL
"2822","140110","LAMBAYEQUE","CHICLAYO","OYOTUN",NULL,NULL,NULL
"2823","140111","LAMBAYEQUE","CHICLAYO","PICSI",NULL,NULL,NULL
"2824","140112","LAMBAYEQUE","CHICLAYO","PIMENTEL",NULL,NULL,NULL
"2825","140113","LAMBAYEQUE","CHICLAYO","REQUE",NULL,NULL,NULL
"2826","140114","LAMBAYEQUE","CHICLAYO","SANTA ROSA",NULL,NULL,NULL
"2827","140115","LAMBAYEQUE","CHICLAYO","SAÑA",NULL,NULL,NULL
"2828","140116","LAMBAYEQUE","CHICLAYO","CAYALTI",NULL,NULL,NULL
"2829","140117","LAMBAYEQUE","CHICLAYO","PATAPO",NULL,NULL,NULL
"2830","140118","LAMBAYEQUE","CHICLAYO","POMALCA",NULL,NULL,NULL
"2831","140119","LAMBAYEQUE","CHICLAYO","PUCALA",NULL,NULL,NULL
"2832","140120","LAMBAYEQUE","CHICLAYO","TUMAN",NULL,NULL,NULL
"2833","140201","LAMBAYEQUE","FERREÑAFE","FERREÑAFE",NULL,NULL,NULL
"2834","140202","LAMBAYEQUE","FERREÑAFE","CAÑARIS",NULL,NULL,NULL
"2835","140203","LAMBAYEQUE","FERREÑAFE","INCAHUASI",NULL,NULL,NULL
"2836","140204","LAMBAYEQUE","FERREÑAFE","MANUEL ANTONIO MESONES MURO",NULL,NULL,NULL
"2837","140205","LAMBAYEQUE","FERREÑAFE","PITIPO",NULL,NULL,NULL
"2838","140206","LAMBAYEQUE","FERREÑAFE","PUEBLO NUEVO",NULL,NULL,NULL
"2839","140301","LAMBAYEQUE","LAMBAYEQUE","LAMBAYEQUE",NULL,NULL,NULL
"2840","140302","LAMBAYEQUE","LAMBAYEQUE","CHOCHOPE",NULL,NULL,NULL
"2841","140303","LAMBAYEQUE","LAMBAYEQUE","ILLIMO",NULL,NULL,NULL
"2842","140304","LAMBAYEQUE","LAMBAYEQUE","JAYANCA",NULL,NULL,NULL
"2843","140305","LAMBAYEQUE","LAMBAYEQUE","MOCHUMI",NULL,NULL,NULL
"2844","140306","LAMBAYEQUE","LAMBAYEQUE","MORROPE",NULL,NULL,NULL
"2845","140307","LAMBAYEQUE","LAMBAYEQUE","MOTUPE",NULL,NULL,NULL
"2846","140308","LAMBAYEQUE","LAMBAYEQUE","OLMOS",NULL,NULL,NULL
"2847","140309","LAMBAYEQUE","LAMBAYEQUE","PACORA",NULL,NULL,NULL
"2848","140310","LAMBAYEQUE","LAMBAYEQUE","SALAS",NULL,NULL,NULL
"2849","140311","LAMBAYEQUE","LAMBAYEQUE","SAN JOSE",NULL,NULL,NULL
"2850","140312","LAMBAYEQUE","LAMBAYEQUE","TUCUME",NULL,NULL,NULL
"2851","150101","LIMA","LIMA","LIMA",NULL,NULL,NULL
"2852","150102","LIMA","LIMA","ANCON",NULL,NULL,NULL
"2853","150103","LIMA","LIMA","ATE",NULL,NULL,NULL
"2854","150104","LIMA","LIMA","BARRANCO",NULL,NULL,NULL
"2855","150105","LIMA","LIMA","BREÑA",NULL,NULL,NULL
"2856","150106","LIMA","LIMA","CARABAYLLO",NULL,NULL,NULL
"2857","150107","LIMA","LIMA","CHACLACAYO",NULL,NULL,NULL
"2858","150108","LIMA","LIMA","CHORRILLOS",NULL,NULL,NULL
"2859","150109","LIMA","LIMA","CIENEGUILLA",NULL,NULL,NULL
"2860","150110","LIMA","LIMA","COMAS",NULL,NULL,NULL
"2861","150111","LIMA","LIMA","EL AGUSTINO",NULL,NULL,NULL
"2862","150112","LIMA","LIMA","INDEPENDENCIA",NULL,NULL,NULL
"2863","150113","LIMA","LIMA","JESUS MARIA",NULL,NULL,NULL
"2864","150114","LIMA","LIMA","LA MOLINA",NULL,NULL,NULL
"2865","150115","LIMA","LIMA","LA VICTORIA",NULL,NULL,NULL
"2866","150116","LIMA","LIMA","LINCE",NULL,NULL,NULL
"2867","150117","LIMA","LIMA","LOS OLIVOS",NULL,NULL,NULL
"2868","150118","LIMA","LIMA","LURIGANCHO",NULL,NULL,NULL
"2869","150119","LIMA","LIMA","LURIN",NULL,NULL,NULL
"2870","150120","LIMA","LIMA","MAGDALENA DEL MAR",NULL,NULL,NULL
"2871","150121","LIMA","LIMA","PUEBLO LIBRE",NULL,NULL,NULL
"2872","150122","LIMA","LIMA","MIRAFLORES",NULL,NULL,NULL
"2873","150123","LIMA","LIMA","PACHACAMAC",NULL,NULL,NULL
"2874","150124","LIMA","LIMA","PUCUSANA",NULL,NULL,NULL
"2875","150125","LIMA","LIMA","PUENTE PIEDRA",NULL,NULL,NULL
"2876","150126","LIMA","LIMA","PUNTA HERMOSA",NULL,NULL,NULL
"2877","150127","LIMA","LIMA","PUNTA NEGRA",NULL,NULL,NULL
"2878","150128","LIMA","LIMA","RIMAC",NULL,NULL,NULL
"2879","150129","LIMA","LIMA","SAN BARTOLO",NULL,NULL,NULL
"2880","150130","LIMA","LIMA","SAN BORJA",NULL,NULL,NULL
"2881","150131","LIMA","LIMA","SAN ISIDRO",NULL,NULL,NULL
"2882","150132","LIMA","LIMA","SAN JUAN DE LURIGANCHO",NULL,NULL,NULL
"2883","150133","LIMA","LIMA","SAN JUAN DE MIRAFLORES",NULL,NULL,NULL
"2884","150134","LIMA","LIMA","SAN LUIS",NULL,NULL,NULL
"2885","150135","LIMA","LIMA","SAN MARTIN DE PORRES",NULL,NULL,NULL
"2886","150136","LIMA","LIMA","SAN MIGUEL",NULL,NULL,NULL
"2887","150137","LIMA","LIMA","SANTA ANITA",NULL,NULL,NULL
"2888","150138","LIMA","LIMA","SANTA MARIA DEL MAR",NULL,NULL,NULL
"2889","150139","LIMA","LIMA","SANTA ROSA",NULL,NULL,NULL
"2890","150140","LIMA","LIMA","SANTIAGO DE SURCO",NULL,NULL,NULL
"2891","150141","LIMA","LIMA","SURQUILLO",NULL,NULL,NULL
"2892","150142","LIMA","LIMA","VILLA EL SALVADOR",NULL,NULL,NULL
"2893","150143","LIMA","LIMA","VILLA MARIA DEL TRIUNFO",NULL,NULL,NULL
"2894","150201","LIMA","BARRANCA","BARRANCA",NULL,NULL,NULL
"2895","150202","LIMA","BARRANCA","PARAMONGA",NULL,NULL,NULL
"2896","150203","LIMA","BARRANCA","PATIVILCA",NULL,NULL,NULL
"2897","150204","LIMA","BARRANCA","SUPE",NULL,NULL,NULL
"2898","150205","LIMA","BARRANCA","SUPE PUERTO",NULL,NULL,NULL
"2899","150301","LIMA","CAJATAMBO","CAJATAMBO",NULL,NULL,NULL
"2900","150302","LIMA","CAJATAMBO","COPA",NULL,NULL,NULL
"2901","150303","LIMA","CAJATAMBO","GORGOR",NULL,NULL,NULL
"2902","150304","LIMA","CAJATAMBO","HUANCAPON",NULL,NULL,NULL
"2903","150305","LIMA","CAJATAMBO","MANAS",NULL,NULL,NULL
"2904","150401","LIMA","CANTA","CANTA",NULL,NULL,NULL
"2905","150402","LIMA","CANTA","ARAHUAY",NULL,NULL,NULL
"2906","150403","LIMA","CANTA","HUAMANTANGA",NULL,NULL,NULL
"2907","150404","LIMA","CANTA","HUAROS",NULL,NULL,NULL
"2908","150405","LIMA","CANTA","LACHAQUI",NULL,NULL,NULL
"2909","150406","LIMA","CANTA","SAN BUENAVENTURA",NULL,NULL,NULL
"2910","150407","LIMA","CANTA","SANTA ROSA DE QUIVES",NULL,NULL,NULL
"2911","150501","LIMA","CAÑETE","SAN VICENTE DE CAÑETE",NULL,NULL,NULL
"2912","150502","LIMA","CAÑETE","ASIA",NULL,NULL,NULL
"2913","150503","LIMA","CAÑETE","CALANGO",NULL,NULL,NULL
"2914","150504","LIMA","CAÑETE","CERRO AZUL",NULL,NULL,NULL
"2915","150505","LIMA","CAÑETE","CHILCA",NULL,NULL,NULL
"2916","150506","LIMA","CAÑETE","COAYLLO",NULL,NULL,NULL
"2917","150507","LIMA","CAÑETE","IMPERIAL",NULL,NULL,NULL
"2918","150508","LIMA","CAÑETE","LUNAHUANA",NULL,NULL,NULL
"2919","150509","LIMA","CAÑETE","MALA",NULL,NULL,NULL
"2920","150510","LIMA","CAÑETE","NUEVO IMPERIAL",NULL,NULL,NULL
"2921","150511","LIMA","CAÑETE","PACARAN",NULL,NULL,NULL
"2922","150512","LIMA","CAÑETE","QUILMANA",NULL,NULL,NULL
"2923","150513","LIMA","CAÑETE","SAN ANTONIO",NULL,NULL,NULL
"2924","150514","LIMA","CAÑETE","SAN LUIS",NULL,NULL,NULL
"2925","150515","LIMA","CAÑETE","SANTA CRUZ DE FLORES",NULL,NULL,NULL
"2926","150516","LIMA","CAÑETE","ZUÑIGA",NULL,NULL,NULL
"2927","150601","LIMA","HUARAL","HUARAL",NULL,NULL,NULL
"2928","150602","LIMA","HUARAL","ATAVILLOS ALTO",NULL,NULL,NULL
"2929","150603","LIMA","HUARAL","ATAVILLOS BAJO",NULL,NULL,NULL
"2930","150604","LIMA","HUARAL","AUCALLAMA",NULL,NULL,NULL
"2931","150605","LIMA","HUARAL","CHANCAY",NULL,NULL,NULL
"2932","150606","LIMA","HUARAL","IHUARI",NULL,NULL,NULL
"2933","150607","LIMA","HUARAL","LAMPIAN",NULL,NULL,NULL
"2934","150608","LIMA","HUARAL","PACARAOS",NULL,NULL,NULL
"2935","150609","LIMA","HUARAL","SAN MIGUEL DE ACOS",NULL,NULL,NULL
"2936","150610","LIMA","HUARAL","SANTA CRUZ DE ANDAMARCA",NULL,NULL,NULL
"2937","150611","LIMA","HUARAL","SUMBILCA",NULL,NULL,NULL
"2938","150612","LIMA","HUARAL","VEINTISIETE DE NOVIEMBRE",NULL,NULL,NULL
"2939","150701","LIMA","HUAROCHIRI","MATUCANA",NULL,NULL,NULL
"2940","150702","LIMA","HUAROCHIRI","ANTIOQUIA",NULL,NULL,NULL
"2941","150703","LIMA","HUAROCHIRI","CALLAHUANCA",NULL,NULL,NULL
"2942","150704","LIMA","HUAROCHIRI","CARAMPOMA",NULL,NULL,NULL
"2943","150705","LIMA","HUAROCHIRI","CHICLA",NULL,NULL,NULL
"2944","150706","LIMA","HUAROCHIRI","CUENCA",NULL,NULL,NULL
"2945","150707","LIMA","HUAROCHIRI","HUACHUPAMPA",NULL,NULL,NULL
"2946","150708","LIMA","HUAROCHIRI","HUANZA",NULL,NULL,NULL
"2947","150709","LIMA","HUAROCHIRI","HUAROCHIRI",NULL,NULL,NULL
"2948","150710","LIMA","HUAROCHIRI","LAHUAYTAMBO",NULL,NULL,NULL
"2949","150711","LIMA","HUAROCHIRI","LANGA",NULL,NULL,NULL
"2950","150712","LIMA","HUAROCHIRI","SAN PEDRO DE LARAOS",NULL,NULL,NULL
"2951","150713","LIMA","HUAROCHIRI","MARIATANA",NULL,NULL,NULL
"2952","150714","LIMA","HUAROCHIRI","RICARDO PALMA",NULL,NULL,NULL
"2953","150715","LIMA","HUAROCHIRI","SAN ANDRES DE TUPICOCHA",NULL,NULL,NULL
"2954","150716","LIMA","HUAROCHIRI","SAN ANTONIO",NULL,NULL,NULL
"2955","150717","LIMA","HUAROCHIRI","SAN BARTOLOME",NULL,NULL,NULL
"2956","150718","LIMA","HUAROCHIRI","SAN DAMIAN",NULL,NULL,NULL
"2957","150719","LIMA","HUAROCHIRI","SAN JUAN DE IRIS",NULL,NULL,NULL
"2958","150720","LIMA","HUAROCHIRI","SAN JUAN DE TANTARANCHE",NULL,NULL,NULL
"2959","150721","LIMA","HUAROCHIRI","SAN LORENZO DE QUINTI",NULL,NULL,NULL
"2960","150722","LIMA","HUAROCHIRI","SAN MATEO",NULL,NULL,NULL
"2961","150723","LIMA","HUAROCHIRI","SAN MATEO DE OTAO",NULL,NULL,NULL
"2962","150724","LIMA","HUAROCHIRI","SAN PEDRO DE CASTA",NULL,NULL,NULL
"2963","150725","LIMA","HUAROCHIRI","SAN PEDRO DE HUANCAYRE",NULL,NULL,NULL
"2964","150726","LIMA","HUAROCHIRI","SANGALLAYA",NULL,NULL,NULL
"2965","150727","LIMA","HUAROCHIRI","SANTA CRUZ DE COCACHACRA",NULL,NULL,NULL
"2966","150728","LIMA","HUAROCHIRI","SANTA EULALIA",NULL,NULL,NULL
"2967","150729","LIMA","HUAROCHIRI","SANTIAGO DE ANCHUCAYA",NULL,NULL,NULL
"2968","150730","LIMA","HUAROCHIRI","SANTIAGO DE TUNA",NULL,NULL,NULL
"2969","150731","LIMA","HUAROCHIRI","SANTO DOMINGO DE LOS OLLEROS",NULL,NULL,NULL
"2970","150732","LIMA","HUAROCHIRI","SURCO",NULL,NULL,NULL
"2971","150801","LIMA","HUAURA","HUACHO",NULL,NULL,NULL
"2972","150802","LIMA","HUAURA","AMBAR",NULL,NULL,NULL
"2973","150803","LIMA","HUAURA","CALETA DE CARQUIN",NULL,NULL,NULL
"2974","150804","LIMA","HUAURA","CHECRAS",NULL,NULL,NULL
"2975","150805","LIMA","HUAURA","HUALMAY",NULL,NULL,NULL
"2976","150806","LIMA","HUAURA","HUAURA",NULL,NULL,NULL
"2977","150807","LIMA","HUAURA","LEONCIO PRADO",NULL,NULL,NULL
"2978","150808","LIMA","HUAURA","PACCHO",NULL,NULL,NULL
"2979","150809","LIMA","HUAURA","SANTA LEONOR",NULL,NULL,NULL
"2980","150810","LIMA","HUAURA","SANTA MARIA",NULL,NULL,NULL
"2981","150811","LIMA","HUAURA","SAYAN",NULL,NULL,NULL
"2982","150812","LIMA","HUAURA","VEGUETA",NULL,NULL,NULL
"2983","150901","LIMA","OYON","OYON",NULL,NULL,NULL
"2984","150902","LIMA","OYON","ANDAJES",NULL,NULL,NULL
"2985","150903","LIMA","OYON","CAUJUL",NULL,NULL,NULL
"2986","150904","LIMA","OYON","COCHAMARCA",NULL,NULL,NULL
"2987","150905","LIMA","OYON","NAVAN",NULL,NULL,NULL
"2988","150906","LIMA","OYON","PACHANGARA",NULL,NULL,NULL
"2989","151001","LIMA","YAUYOS","YAUYOS",NULL,NULL,NULL
"2990","151002","LIMA","YAUYOS","ALIS",NULL,NULL,NULL
"2991","151003","LIMA","YAUYOS","ALLAUCA",NULL,NULL,NULL
"2992","151004","LIMA","YAUYOS","AYAVIRI",NULL,NULL,NULL
"2993","151005","LIMA","YAUYOS","AZANGARO",NULL,NULL,NULL
"2994","151006","LIMA","YAUYOS","CACRA",NULL,NULL,NULL
"2995","151007","LIMA","YAUYOS","CARANIA",NULL,NULL,NULL
"2996","151008","LIMA","YAUYOS","CATAHUASI",NULL,NULL,NULL
"2997","151009","LIMA","YAUYOS","CHOCOS",NULL,NULL,NULL
"2998","151010","LIMA","YAUYOS","COCHAS",NULL,NULL,NULL
"2999","151011","LIMA","YAUYOS","COLONIA",NULL,NULL,NULL
"3000","151012","LIMA","YAUYOS","HONGOS",NULL,NULL,NULL
"3001","151013","LIMA","YAUYOS","HUAMPARA",NULL,NULL,NULL
"3002","151014","LIMA","YAUYOS","HUANCAYA",NULL,NULL,NULL
"3003","151015","LIMA","YAUYOS","HUANGASCAR",NULL,NULL,NULL
"3004","151016","LIMA","YAUYOS","HUANTAN",NULL,NULL,NULL
"3005","151017","LIMA","YAUYOS","HUAÑEC",NULL,NULL,NULL
"3006","151018","LIMA","YAUYOS","LARAOS",NULL,NULL,NULL
"3007","151019","LIMA","YAUYOS","LINCHA",NULL,NULL,NULL
"3008","151020","LIMA","YAUYOS","MADEAN",NULL,NULL,NULL
"3009","151021","LIMA","YAUYOS","MIRAFLORES",NULL,NULL,NULL
"3010","151022","LIMA","YAUYOS","OMAS",NULL,NULL,NULL
"3011","151023","LIMA","YAUYOS","PUTINZA",NULL,NULL,NULL
"3012","151024","LIMA","YAUYOS","QUINCHES",NULL,NULL,NULL
"3013","151025","LIMA","YAUYOS","QUINOCAY",NULL,NULL,NULL
"3014","151026","LIMA","YAUYOS","SAN JOAQUIN",NULL,NULL,NULL
"3015","151027","LIMA","YAUYOS","SAN PEDRO DE PILAS",NULL,NULL,NULL
"3016","151028","LIMA","YAUYOS","TANTA",NULL,NULL,NULL
"3017","151029","LIMA","YAUYOS","TAURIPAMPA",NULL,NULL,NULL
"3018","151030","LIMA","YAUYOS","TOMAS",NULL,NULL,NULL
"3019","151031","LIMA","YAUYOS","TUPE",NULL,NULL,NULL
"3020","151032","LIMA","YAUYOS","VIÑAC",NULL,NULL,NULL
"3021","151033","LIMA","YAUYOS","VITIS",NULL,NULL,NULL
"3022","160101","LORETO","MAYNAS","IQUITOS",NULL,NULL,NULL
"3023","160102","LORETO","MAYNAS","ALTO NANAY",NULL,NULL,NULL
"3024","160103","LORETO","MAYNAS","FERNANDO LORES",NULL,NULL,NULL
"3025","160104","LORETO","MAYNAS","INDIANA",NULL,NULL,NULL
"3026","160105","LORETO","MAYNAS","LAS AMAZONAS",NULL,NULL,NULL
"3027","160106","LORETO","MAYNAS","MAZAN",NULL,NULL,NULL
"3028","160107","LORETO","MAYNAS","NAPO",NULL,NULL,NULL
"3029","160108","LORETO","MAYNAS","PUNCHANA",NULL,NULL,NULL
"3030","160110","LORETO","MAYNAS","TORRES CAUSANA",NULL,NULL,NULL
"3031","160112","LORETO","MAYNAS","BELEN",NULL,NULL,NULL
"3032","160113","LORETO","MAYNAS","SAN JUAN BAUTISTA",NULL,NULL,NULL
"3033","160201","LORETO","ALTO AMAZONAS","YURIMAGUAS",NULL,NULL,NULL
"3034","160202","LORETO","ALTO AMAZONAS","BALSAPUERTO",NULL,NULL,NULL
"3035","160205","LORETO","ALTO AMAZONAS","JEBEROS",NULL,NULL,NULL
"3036","160206","LORETO","ALTO AMAZONAS","LAGUNAS",NULL,NULL,NULL
"3037","160210","LORETO","ALTO AMAZONAS","SANTA CRUZ",NULL,NULL,NULL
"3038","160211","LORETO","ALTO AMAZONAS","TENIENTE CESAR LOPEZ ROJAS",NULL,NULL,NULL
"3039","160301","LORETO","LORETO","NAUTA",NULL,NULL,NULL
"3040","160302","LORETO","LORETO","PARINARI",NULL,NULL,NULL
"3041","160303","LORETO","LORETO","TIGRE",NULL,NULL,NULL
"3042","160304","LORETO","LORETO","TROMPETEROS",NULL,NULL,NULL
"3043","160305","LORETO","LORETO","URARINAS",NULL,NULL,NULL
"3044","160401","LORETO","MARISCAL RAMON CASTILLA","RAMON CASTILLA",NULL,NULL,NULL
"3045","160402","LORETO","MARISCAL RAMON CASTILLA","PEBAS",NULL,NULL,NULL
"3046","160403","LORETO","MARISCAL RAMON CASTILLA","YAVARI",NULL,NULL,NULL
"3047","160404","LORETO","MARISCAL RAMON CASTILLA","SAN PABLO",NULL,NULL,NULL
"3048","160501","LORETO","REQUENA","REQUENA",NULL,NULL,NULL
"3049","160502","LORETO","REQUENA","ALTO TAPICHE",NULL,NULL,NULL
"3050","160503","LORETO","REQUENA","CAPELO",NULL,NULL,NULL
"3051","160504","LORETO","REQUENA","EMILIO SAN MARTIN",NULL,NULL,NULL
"3052","160505","LORETO","REQUENA","MAQUIA",NULL,NULL,NULL
"3053","160506","LORETO","REQUENA","PUINAHUA",NULL,NULL,NULL
"3054","160507","LORETO","REQUENA","SAQUENA",NULL,NULL,NULL
"3055","160508","LORETO","REQUENA","SOPLIN",NULL,NULL,NULL
"3056","160509","LORETO","REQUENA","TAPICHE",NULL,NULL,NULL
"3057","160510","LORETO","REQUENA","JENARO HERRERA",NULL,NULL,NULL
"3058","160511","LORETO","REQUENA","YAQUERANA",NULL,NULL,NULL
"3059","160601","LORETO","UCAYALI","CONTAMANA",NULL,NULL,NULL
"3060","160602","LORETO","UCAYALI","INAHUAYA",NULL,NULL,NULL
"3061","160603","LORETO","UCAYALI","PADRE MARQUEZ",NULL,NULL,NULL
